id,user_id,name,branch,semester,interests,created_at,updated_at
773fd5f3-f53d-4e21-891c-e3121cd33a2b,996ca75c-9dc0-4ffb-9b73-058c28800e16,Akhil Gupta,IT,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
bb549bd4-6935-4cac-ac89-2eaf519618a5,370c4883-c21b-4f83-b7e7-2503287c2ed9,Divya Reddy,CSE,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
9a9ae281-6e62-40a9-a8f6-6504c8dc0d9b,fa355566-ebc5-4644-999c-5e7c6d8b59ef,Rohit Sharma,CSE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
416dbee9-0e64-4e56-9c12-6f679318b12e,a299ed52-499f-429e-86e7-d8947c7c9943,Sanjay Das,IT,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
23e243f9-a096-4a5b-b737-fced8b64ddd7,692d1815-011e-4e68-b130-acf2431d4d6e,Aishwarya Nair,IT,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
a81d547c-304f-4314-b6ad-d68c7f637155,53e4aea9-d7b7-479e-9423-410ee2dbe17d,Aditya Sharma,CSE,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b4d7750c-f68d-44d2-8ead-7669608b098f,1ef37dfe-4fd9-4a5c-84dd-9fd6255223f5,Sreya Reddy,ECE,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
fbf72fbb-5cce-4499-8d3e-b48e6c5c7199,d45b6f34-8820-4bae-bcc9-99f4fce2680a,Sneha Sharma,ECE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
60ef6ad9-d61f-4831-b6ed-73936e34e3df,a2491596-fc1e-4320-a4f3-4a0afc97f7d8,Rahul Reddy,CSE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
18c260b6-2a3d-4ceb-9c96-618f04bf9175,3e078287-e8df-4c06-b5c2-88fd26556b63,Sneha Sharma,CSE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
eb00b8dd-5bce-498e-985c-51f4e6a95382,8fe2d29b-50bc-4f51-86ee-d02e89d25e2e,Divya Iyer,ECE,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
39852b10-284c-497b-be3f-6a2dca00084b,682e064a-4cea-4c68-b6ff-503d978e4d87,Sneha Pillai,ECE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
65a09550-b041-41fd-891f-4a6833c673de,526004a9-c725-48c4-8bea-fb7b37b814a2,Vishnu Reddy,IT,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
e88aee6d-5e83-4ec1-bbe1-0c745b61d2a7,ea4c9133-3653-4ba2-8fb4-22bd5604deaf,Divya Das,IT,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ebf751a0-ea51-4d2d-be5f-698312d5c498,f00631de-d4b7-45fa-8e19-324f73017aef,Vishnu Gupta,AI&ML,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
5e165077-37b0-4dcb-9fb7-bef6200016c2,7e8cc547-8abe-4eba-9a24-c68b202f6944,Rahul Menon,ECE,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
4f31e5ee-660d-4c79-9ede-9ee481e34503,7cc8c40a-f093-45e7-b293-fc38c22d41aa,Priya Patel,CSE,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
d86bf417-56ba-40d9-90e3-27383b663fea,dc055915-b1ba-4624-b464-e687948257fe,Sneha Patel,AI&ML,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
f7b4b7c7-c7e1-403e-9e9a-034cd3cb58d8,48b15d83-cae7-478d-919c-dc670f09a3ac,Sreya Kumar,CSE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ec389387-193f-45db-a9fa-1dbb17c1cd42,736b6e41-2c6a-4c89-b611-706cc4e77a4d,Anjali Menon,IT,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
1b6caa61-7580-45a4-87e6-cf8ad96d260b,d0b3b69f-b593-4338-a881-4afb96e4a438,Kiran Pillai,CSE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
6f3d3c01-0e76-47a0-a4ca-60f38f0a74ec,b2354983-1c0b-417a-bd6d-a3810aad7a12,Meera Nair,CSE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
22ef86da-bb03-4ee7-b7e7-4454388bb2f5,b0db2747-7030-4151-8535-59c6259d14bf,Meera Patel,ECE,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
93d0ff02-307a-4d38-b5b4-6fd94f1764b6,17dd3097-f313-4957-995a-b832f0cc8726,Aishwarya Nair,CSE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
27a7be3b-b394-46e4-b98e-31d24dedc474,ec8e6aa6-695f-4a06-8938-ac319dd2b115,Kavya Kumar,CSE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
165a7c95-837e-495e-a90c-23c6ab16b57d,67a8d504-1e45-44ce-9b39-d9012c3a7da6,Anand Reddy,CSE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
95b2502b-6cd1-43e3-903a-783eceff97d7,31e91143-cdde-41de-b40a-b1e6f3cf2650,Divya Menon,CSE,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
16d6ced6-c9a8-434c-b32c-420480efd484,de74e3df-40f6-4cd2-b41e-f4b0871f0122,Akhil Gupta,ECE,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
963e453f-47c6-40e7-9b8c-d9098017d716,92ddfcd7-60f5-4fcf-af44-c2b39c50dacc,Kavya Gupta,ECE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
74ad779c-e2db-4fb7-a551-bdd1c830c0b6,539feb6c-5be0-4001-ba8d-71a31173b0a0,Meera Patel,AI&ML,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
65016ded-f2c1-45c2-b953-dbcf4c278de0,8cb98e53-58e8-4825-975a-29fc23786765,Sreya Reddy,IT,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
7d32cd42-6d58-4c31-b393-60b274b9055e,f7c7b6c9-b1be-4824-b4b6-badb4f8110eb,Aishwarya Pillai,AI&ML,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
0d2d1b9e-d47a-47e3-94bc-8f99405cbafc,42bbc1bd-6e4e-43ec-94e4-14ec05e91690,Rohit Reddy,CSE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ea0cbbb8-2831-4807-a49e-6084741eae2f,11039b79-e23a-4c1a-9f52-3b8b49895897,Arjun Patel,ECE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
307aa09a-476b-42ca-ac77-d07bc8948633,12022af6-4abe-4072-a37c-2dd8daba04ce,Arjun Menon,CSE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
1b941aef-af1e-49bd-ae70-98ccb530139f,401a95b1-c02b-4e83-ba1c-822b1ea7c42f,Akhil Kumar,IT,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b260ec66-45e5-4750-80f6-3e0ad0af722d,7cd7bb0b-0540-4077-83de-8c0d2f1f31a9,Meera Reddy,IT,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
4a3ba32c-cfe3-4c4d-8685-bd21548e1e10,5b5c61c6-0495-4a48-b0ee-cb45aa8010dd,Aditya Gupta,ECE,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
0a174462-7834-4a35-acbd-215660a8a1b4,826fe079-80f9-4b63-876b-3fa491524f98,Rohit Pillai,AI&ML,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
4d6ea56b-3eb8-47ab-a9e3-655c206e34d3,7c499f9a-f8c2-4511-9061-de2a90852742,Sanjay Menon,AI&ML,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
69d764f4-b9dd-4e71-85a7-15bd80397aff,2e5aaa70-57cf-4e0c-bfec-30390d70f0d1,Priya Das,AI&ML,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b4c85668-e523-4c44-a831-463eccf61922,6c95af20-75bc-4bcf-94aa-6d478c933fe8,Sanjay Kumar,AI&ML,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b1f9c7b3-c544-4d32-ba64-20cd97766cd5,3745567f-809a-49f0-8f73-95e0569ca9c2,Sanjay Reddy,ECE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
1ea198d0-06e6-499f-a23d-e38ef2e68012,f3a26124-e79e-481e-bcc4-e1e87f3fc475,Sreya Pillai,ECE,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
bb349d7c-c0fe-4ee7-925e-6ec870a7736a,634dee93-2ad4-4915-b54d-aeb6d65cd78a,Kiran Sharma,AI&ML,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
51decd85-0048-473d-8579-25c2b14e3d38,78c837e2-922e-4a78-9579-d0fb3e7c1437,Akhil Pillai,CSE,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
62e00bf8-1695-4c31-87f7-ad063c430aee,6610a8c6-ddbc-45c6-8b63-138f1988ea2b,Sreya Kumar,CSE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ed6b70c3-06a9-4409-a95d-5c604f3db512,8ab2348d-fe47-4a43-b016-d144764912c1,Kiran Das,AI&ML,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
38ddbcbc-76bf-4240-a081-1ccc69a18296,246d183a-dd93-4a29-9cd5-6c3272207873,Aditya Das,CSE,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
cbe86135-dc00-4a63-997f-d4c127a5c12a,1540c3c7-29c8-40fb-83c5-2a44adde81c8,Sneha Kumar,AI&ML,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
fda12962-5aa0-49c0-a42d-a0d251791248,eb8175ad-c2c1-4c8a-ab8a-4fb9d9941ed6,Neha Sharma,AI&ML,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
2e204563-fce3-4c65-aeb2-00cf915825b8,715877eb-ac24-4a9b-a74c-da06833b84de,Vishnu Reddy,IT,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
fe16cd47-3e24-430c-826d-bbab990266da,2793bccf-cad3-4b30-a794-d71c848e6bc3,Rahul Patel,CSE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b55b6ac3-8a36-42dd-bc80-0000f1419ad8,0e107e7d-26e9-49cd-b029-10330b95f071,Rahul Kumar,AI&ML,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
5065b7cc-98b4-43d6-999e-780c6bacb4cf,ce4b742d-7064-4bec-9b8b-2d53379e32a9,Rahul Gupta,CSE,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
e4275e80-0fb4-4f1e-b637-f0f92ae3c7ee,3acb1dd4-3963-4c14-a696-d8817121bf32,Akhil Patel,CSE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
89ed2f03-3fb4-4813-8a58-bdfa316b9433,79ce384a-166f-4db8-af83-eb413e7729ce,Sneha Menon,ECE,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
0840fb3a-1b30-4242-98ce-156a37a82e05,a76ec864-8b26-487f-99a4-1cacb67a8d2d,Pooja Menon,AI&ML,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
f8905da4-1149-4129-b13c-05a4d6908d1e,87516de7-125a-4dde-8517-d08df3d55789,Nikhil Reddy,IT,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
fd93fa1b-fe52-4813-b252-b11c984d6ba9,ea0a7e82-28ab-477a-b5fc-e1a01e9617c5,Nikhil Das,ECE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
22461591-c5bb-488e-9ab5-fd0de28c9520,d6d3bfa1-6492-4d1a-baee-889d6e3e38ca,Neha Iyer,CSE,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
0a0088cc-1a03-45ee-821b-b7d7b1ab1bd7,d1245e75-f68f-4287-ab85-04130a9c6502,Neha Patel,CSE,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b84064a0-7d4c-4d36-99f7-3825c4cade33,4ff81bc7-5f94-4d20-b1f5-d6eafa80a0d9,Sreya Reddy,IT,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
e0df72d9-8317-4179-856d-595223af62f8,aab3f77d-10ae-401f-8f09-e1d1073c3093,Aishwarya Menon,ECE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ca74fa68-0c4e-4bf5-b0f4-ad6be51dcc38,d074f29d-658a-46da-ba77-bb14bbfae026,Anand Nair,AI&ML,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ab129c2c-f755-4a5c-8dd3-b81be2a79908,2295f5fa-64ca-4ef8-b536-f2c27346e2f8,Pooja Gupta,CSE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
c3f744dc-164b-4759-90a7-66abac7da225,0d772ab5-2a2b-45c4-8c59-b7f83e65123f,Sanjay Nair,IT,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ea378dfa-a896-47b2-98bb-db730a5febfc,f4dc7987-5f69-4adf-afde-df7c63b6a938,Sanjay Gupta,ECE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
56c70e0e-28c1-46f9-8f50-a2dcc5d524ce,f954e909-e51c-4d19-a9b1-0c0d43fa5ad0,Anand Patel,ECE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
de5d11a8-39eb-45bc-9240-88dee0eed0a5,de471a48-e24e-4a2f-81dc-128c63bdeeb3,Aditya Sharma,AI&ML,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
23fd0c86-73ad-4af9-87ee-bf46f3653a8e,53be7b92-65f6-41ea-bc00-a1570b5de623,Rahul Menon,AI&ML,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
a8b3c854-3ae1-405f-8736-50e312388b30,68cec22d-eee0-4dd7-9453-76b1c36ea7a3,Rahul Kumar,IT,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
c1d13c48-90e1-431b-a8f0-17bff5c814a4,b4662d14-646b-4161-a050-b986e4c01abe,Nikhil Nair,AI&ML,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
f21529ee-7e6b-4a6b-8981-a513fdde34c4,30e5d55d-bc9a-4206-ae86-0b8d6e1a63f1,Sreya Kumar,CSE,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
2f91735f-0dea-47f4-ab45-6b8eca3df963,52a541ac-e9d8-4fcc-98f7-e89a337d1ecb,Vishnu Gupta,CSE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
9b9b97ae-428e-429d-bf76-28b8fd974a7a,1f0b5ff2-0146-41a1-8bca-b34b35a5a2c6,Divya Gupta,ECE,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
e4faa290-6e3c-48a6-88e0-fea4555de75a,fa54de3b-f3d5-4f6d-8208-4cc90e8a7788,Vishnu Kumar,IT,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
63851c8e-2934-4aad-8706-43036556b436,85162b1a-73a8-475b-89e1-4adc7ba17ebe,Rahul Iyer,ECE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
cc7ead25-4c76-47d3-8646-76adb03ead40,bbd1eac0-9f0d-4fb3-98fe-6cf7b9190659,Sanjay Iyer,AI&ML,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
093db61c-c1f9-4023-b0e8-cb1fd2b24035,e7ed1152-c0f9-4757-886d-ac65370c1a47,Rohit Nair,ECE,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
d1efd16f-3645-4b59-bd64-718f8cc533ce,b73d1cfa-f6dc-4f8e-84eb-da7a192adeb4,Arjun Nair,IT,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
f3121411-495b-4998-bea0-7447944a029d,87df3846-9027-4a70-b0d9-867af4d572bb,Rohit Sharma,ECE,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
d3c00706-b75d-448f-89b6-1d688d01d70c,16e627f9-9592-4fde-9905-f3bb657cfc87,Sneha Kumar,AI&ML,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
9ab9108b-854c-4d31-a7bf-2e3620af66a9,ef7fabe3-3436-449f-b215-d9c7bb0fff38,Aditya Pillai,IT,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
3985c286-3eab-4cf2-adcc-e7296d6faefc,85cf66a8-ad97-45af-b1cb-d854b2385736,Rohit Reddy,CSE,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
366c04b1-00e4-4e87-8cd5-fd0d030e017b,42beebd4-bdf2-4d51-9eb4-b5db937eb077,Sneha Iyer,IT,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
cb1c9c47-ddf6-44fc-bf9f-ae2d52c59aff,808ee798-2a83-455b-a6b0-c66ee3d5907c,Nikhil Iyer,AI&ML,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
7cf597c0-d1f6-4eeb-9243-d306585efac6,c70522e4-5d1d-4af0-9315-33d649fd06c0,Arjun Menon,IT,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
60a127a5-fb3d-49cb-82b6-64ae1a43b5d3,71f67e36-73e2-4e58-b215-92c5b6b55915,Divya Sharma,CSE,2,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b0c82ef6-190d-4222-92d5-044b1530cd1a,de397c3c-059a-4931-ae43-4a8ceecff6a2,Pooja Das,IT,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
db98fb80-d2c1-4c3c-b82e-c9ff66320303,18685d01-aaca-4bfb-832a-2b0b824f516f,Priya Patel,CSE,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
2bb2cf6d-1570-479b-b0a0-e798ab769a8d,69a0dc12-303e-4a48-a9ea-73ce4fdc3dd0,Divya Reddy,IT,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
28ffa432-ada4-4409-913e-3c35268c2315,348054bb-68f4-4077-a73e-cd94ad4b4f6d,Priya Kumar,ECE,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
a4467b6e-9a4e-4e01-9d2a-8395ae9c3ae1,42542ca1-a7b3-4890-b187-f88114f5e651,Priya Menon,IT,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ab27b9b2-c709-4c45-8e66-cb33e088c8cf,56f8b9a6-2caf-42bf-a8df-0738dd57034e,Sanjay Sharma,IT,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
8833cfc5-ac06-46d6-a9e5-1e0429f9481d,7052ef0a-b327-48a6-b895-8718a7d974e7,Anjali Das,IT,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
c5504e0e-b07a-467c-b65f-1ca82a385f5b,ba52a64e-555d-4c02-87ef-bc9457aff2e1,Aditya Das,AI&ML,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
56b3e328-fea2-49cc-aca5-62d979f38c18,c3a5e397-b5d6-4515-acfc-f299a697df26,Pooja Patel,IT,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
efc37803-ee2f-48d8-b1df-bae2be10b7b9,3745f621-54e3-4834-af0e-15de4a3af55c,Sreya Kumar,IT,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
297a7556-5eda-47af-9995-d8bdac3819bb,929cf091-ffbb-42a2-993d-773ecae393cc,Aditya Das,IT,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
22dcffe0-be87-45b9-951d-1efd955f1325,fd041811-e7c7-4aee-b6d3-510423f4887e,Neha Pillai,ECE,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
1ddb9825-6841-43a4-a0a0-da61778aa241,51aa352e-15f4-4ed4-b933-d3a64718241c,Kiran Menon,IT,6,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
e909150c-986a-4d0b-bee1-eef20cf76abd,3957374e-a796-41e8-8048-f6d32cac8950,Akhil Reddy,IT,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
38487c0c-688f-45b2-b27b-86e9f39533e0,a422ce4c-f20a-42c4-8d60-6304260d8265,Aditya Nair,CSE,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
f4a0aa81-08a4-4bb0-8470-d7fa84a1ab30,b68a366a-de8c-4ae0-a381-f525752ddc6c,Rohit Pillai,CSE,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
fa17d5fb-1510-4eaa-96a0-7b73e5179923,eb228b95-59e7-4098-bbdd-c56138e69148,Priya Patel,ECE,7,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
1b51465c-8f0d-4077-b054-47ba9cb36aa5,f299395b-ef0a-436e-8574-f6db6422cf40,Kavya Das,ECE,3,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
8f3d5bdb-e4e0-4a1c-822e-f2be3ab6b6a9,b575dc38-1809-472f-9a2f-58fa6ad2078f,Arjun Menon,AI&ML,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b75c2925-06c4-41ba-84f2-bfc2ab783e38,9c88a3fc-2397-4de2-af37-163a35b15005,Kiran Gupta,AI&ML,1,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b22e9f5c-49bc-4b9d-8092-f2216f68872f,60d83188-fc7d-41c2-b4c5-5c51cd3cb09e,Sreya Reddy,CSE,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
1c9e081c-4463-4032-a9f9-951a8f0d0c44,03e37a96-0f2c-4825-91c7-3509a65cb4b7,Vishnu Pillai,IT,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
5a5eeee3-e1b2-4322-8c6a-c0e833a3842e,f058eb69-d552-45d2-b2ae-47224103e87c,Pooja Gupta,AI&ML,8,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
2f8eb9eb-00a6-42be-871f-6594473965c9,8d084d1a-60be-4ba1-9025-88b742a3a27d,Kiran Pillai,AI&ML,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
d8b36e20-959b-4f89-99d0-b63d06e34825,45c71dfd-e292-46bc-a58b-676a2ee1de67,Rohit Sharma,AI&ML,4,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
8301b543-8f09-400a-8c79-1b39d76ec05b,4faddaa3-380d-42c0-bfb6-4914039c04a0,Nikhil Pillai,CSE,5,,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
